tanggal,tempMin,tempMax,tempRata,kelembaban,curahHujan,sinarMatahari,kecepatanAngin,arahAngin,anginRata,arahAnginBanyak
4/15/2018,28.00,32.20,30.00,79.00,0.00,0.00,5.00,100.00,2.00,E 
4/16/2018,26.00,,29.70,81.00,0.00,10.20,4.00,150.00,1.00,N 
4/17/2018,26.00,32.20,28.90,83.00,2.00,9.30,2.00,200.00,1.00,N 
4/18/2018,26.00,32.20,28.90,81.00,0.00,10.00,3.00,320.00,0.00,N 
4/20/2018,26.00,32.60,29.00,81.00,0.00,9.50,3.00,100.00,2.00,E 
4/21/2018,28.00,32.60,29.60,76.00,0.00,7.80,5.00,70.00,2.00,E 
4/22/2018,27.00,32.60,28.50,85.00,1.30,6.00,8.00,80.00,4.00,E 
4/23/2018,25.00,32.60,26.90,88.00,37.20,2.00,6.00,120.00,2.00,N 
4/24/2018,25.00,32.70,28.50,84.00,16.40,5.10,4.00,110.00,1.00,N 
4/26/2018,25.00,,29.00,81.00,0.00,10.30,4.00,80.00,3.00,E 
4/27/2018,27.00,,30.00,72.00,0.00,9.30,5.00,120.00,3.00,E 
4/28/2018,28.00,32.40,29.70,77.00,0.00,8.40,5.00,110.00,2.00,E 
4/29/2018,28.00,32.00,29.90,70.00,0.20,7.40,6.00,130.00,4.00,E 
4/30/2018,28.00,31.20,29.80,72.00,0.00,8.80,6.00,110.00,4.00,E 
5/1/2018,26.00,32.00,29.80,70.00,2.60,7.90,5.00,110.00,3.00,E 
5/3/2018,25.00,31.90,29.10,76.00,0.00,,3.00,120.00,2.00,E 
5/5/2018,27.00,31.60,29.90,68.00,0.00,10.80,5.00,100.00,4.00,E 
5/7/2018,29.00,31.90,29.90,76.00,0.00,10.40,16.00,70.00,3.00,E 
5/10/2018,25.00,31.70,29.80,71.00,0.00,9.90,6.00,110.00,4.00,E 
5/11/2018,28.00,31.70,29.70,75.00,0.00,,6.00,110.00,4.00,E 
5/12/2018,28.00,32.00,29.80,73.00,0.00,9.20,4.00,130.00,3.00,E 
5/13/2018,27.00,31.90,30.00,73.00,0.00,9.90,4.00,120.00,3.00,E 
5/14/2018,28.00,,29.80,76.00,0.00,9.10,6.00,110.00,4.00,E 
5/16/2018,26.00,30.70,29.60,74.00,13.00,3.80,7.00,110.00,4.00,E 
5/17/2018,28.00,31.60,29.50,79.00,5.00,8.40,5.00,110.00,4.00,E 
5/18/2018,28.00,31.50,29.50,76.00,0.00,6.70,6.00,110.00,4.00,E 
5/19/2018,28.00,31.60,29.10,77.00,0.00,6.90,6.00,130.00,3.00,E 
5/20/2018,28.00,29.90,28.70,80.00,1.50,4.50,5.00,100.00,2.00,E 
5/21/2018,26.00,31.40,28.80,79.00,14.50,0.00,6.00,110.00,4.00,E 
5/22/2018,25.00,31.40,29.80,77.00,43.90,5.60,6.00,110.00,4.00,E 
5/24/2018,26.00,31.00,27.70,87.00,13.00,7.40,7.00,100.00,3.00,E 
5/25/2018,26.00,,29.30,80.00,24.40,2.30,4.00,110.00,3.00,E 
5/27/2018,28.00,31.90,29.70,76.00,0.00,9.20,4.00,140.00,2.00,SE
5/29/2018,28.00,31.20,29.50,74.00,0.00,6.80,4.00,130.00,3.00,E 
6/4/2018,26.00,31.50,28.90,74.00,0.00,8.30,5.00,90.00,2.00,E 
6/5/2018,25.00,31.40,29.00,76.00,0.00,10.80,4.00,110.00,2.00,E 
6/6/2018,26.00,31.80,29.10,80.00,0.00,10.80,3.00,100.00,1.00,E 
6/7/2018,25.00,31.60,29.40,76.00,0.00,10.40,5.00,100.00,3.00,E 
6/8/2018,27.00,31.50,29.50,76.00,0.80,10.30,5.00,120.00,3.00,E 
6/9/2018,27.00,31.50,29.00,77.00,0.00,9.40,6.00,80.00,4.00,E 
6/10/2018,28.00,31.50,29.30,74.00,0.50,6.60,5.00,120.00,4.00,E 
6/11/2018,28.00,31.10,28.90,79.00,0.00,8.10,7.00,140.00,4.00,SE
6/12/2018,27.00,31.80,29.50,76.00,1.90,4.40,4.00,130.00,2.00,E 
6/13/2018,,30.80,28.80,78.00,0.00,5.80,6.00,130.00,3.00,SE
6/14/2018,27.00,30.80,28.70,74.00,0.00,6.00,5.00,130.00,3.00,E 
6/15/2018,27.00,30.60,28.70,72.00,0.40,9.60,6.00,100.00,4.00,E 
6/16/2018,27.00,31.20,29.00,73.00,0.00,10.60,7.00,110.00,5.00,E 
6/17/2018,28.00,30.80,29.20,68.00,0.00,10.30,7.00,80.00,5.00,E 
6/19/2018,28.00,31.40,29.10,78.00,0.00,8.40,6.00,130.00,5.00,SE
6/20/2018,28.00,30.40,26.80,85.00,0.30,6.80,5.00,70.00,3.00,E 
6/21/2018,24.00,30.20,28.00,80.00,16.00,3.00,5.00,100.00,4.00,E 
6/22/2018,27.00,30.40,28.80,80.00,0.00,2.90,5.00,110.00,3.00,E 
6/24/2018,26.00,30.30,28.80,78.00,0.90,7.50,6.00,110.00,5.00,E 
6/25/2018,27.00,30.10,27.50,77.00,2.10,7.50,6.00,120.00,3.00,E 
6/26/2018,25.00,30.40,27.80,78.00,6.00,2.30,5.00,130.00,3.00,SE
6/27/2018,27.00,30.60,28.40,75.00,0.00,0.00,5.00,100.00,3.00,E 
6/29/2018,27.00,30.20,28.40,74.00,0.50,7.70,5.00,130.00,3.00,E 
7/1/2018,27.00,30.60,28.50,72.00,0.00,9.50,6.00,130.00,3.00,E 
7/4/2018,25.00,29.10,28.00,79.00,9.70,4.10,6.00,110.00,3.00,SE
7/6/2018,26.00,30.50,28.00,72.00,1.00,9.80,5.00,110.00,3.00,SE
7/7/2018,27.00,30.80,28.10,73.00,0.00,10.50,5.00,130.00,3.00,E 
7/9/2018,27.00,30.40,28.20,74.00,0.00,8.50,6.00,110.00,4.00,E 
7/10/2018,27.00,30.50,28.50,72.00,0.00,10.20,6.00,130.00,4.00,E 
7/14/2018,26.00,30.20,27.90,74.00,0.00,10.00,5.00,140.00,4.00,E 
7/16/2018,26.00,,27.60,73.00,0.00,9.20,5.00,130.00,4.00,E 
7/17/2018,26.00,30.20,27.70,75.00,0.00,10.20,5.00,110.00,4.00,E 
7/19/2018,27.00,30.20,28.10,74.00,0.00,9.40,6.00,120.00,4.00,E 
7/20/2018,27.00,,28.30,74.00,0.00,10.30,5.00,110.00,4.00,E 
7/21/2018,27.00,30.40,28.10,79.00,0.00,10.20,4.00,130.00,2.00,E 
7/22/2018,26.00,30.50,28.30,80.00,0.00,7.70,4.00,80.00,2.00,E 
7/24/2018,27.00,30.10,28.10,76.00,0.00,9.70,6.00,120.00,4.00,E 
7/25/2018,26.00,30.10,27.90,73.00,0.00,10.40,5.00,130.00,4.00,E 
7/26/2018,26.00,30.00,27.80,74.00,0.00,10.70,5.00,130.00,3.00,E 
7/27/2018,26.00,30.50,28.20,75.00,0.00,10.30,5.00,100.00,3.00,E 
7/28/2018,27.00,30.00,27.80,76.00,0.00,9.40,4.00,110.00,2.00,E 
7/29/2018,26.00,30.50,27.90,77.00,0.00,9.50,5.00,130.00,3.00,E 
7/30/2018,26.00,30.20,28.10,78.00,0.00,8.60,6.00,110.00,4.00,E 
7/31/2018,27.00,30.30,28.10,76.00,1.00,9.30,5.00,110.00,4.00,E 
8/2/2018,24.00,30.60,27.30,73.00,2.50,7.40,4.00,160.00,2.00,S 
8/3/2018,,30.20,26.90,66.00,0.00,9.20,4.00,150.00,3.00,SE
8/12/2018,27.00,30.10,28.10,76.00,0.00,9.80,5.00,100.00,3.00,E 
8/13/2018,27.00,,28.20,74.00,0.00,9.20,5.00,100.00,4.00,E 
8/14/2018,27.00,30.20,27.90,73.00,0.00,10.20,7.00,100.00,4.00,E 
8/15/2018,27.00,30.70,28.10,70.00,0.00,10.00,5.00,140.00,3.00,E 
8/18/2018,26.00,30.00,27.60,70.00,0.00,10.20,5.00,130.00,4.00,E 
8/19/2018,26.00,30.30,28.00,73.00,0.00,10.20,7.00,130.00,4.00,E 
8/20/2018,26.00,30.60,28.20,74.00,0.00,9.70,6.00,100.00,4.00,E 
8/27/2018,27.00,30.60,28.40,73.00,0.00,9.40,5.00,110.00,4.00,E 
8/30/2018,27.00,30.60,28.40,72.00,0.00,7.30,6.00,100.00,4.00,E 
8/31/2018,27.00,30.70,28.40,74.00,0.00,6.90,5.00,110.00,3.00,E 
9/1/2018,,30.90,28.60,76.00,0.00,10.40,5.00,130.00,2.00,SE
9/2/2018,24.00,30.70,27.20,83.00,15.10,7.90,4.00,110.00,2.00,E 
9/4/2018,26.00,30.00,28.30,69.00,0.00,8.90,4.00,200.00,2.00,E 
9/5/2018,26.00,29.90,28.20,74.00,0.00,9.80,4.00,110.00,3.00,SE
9/6/2018,27.00,31.30,29.00,70.00,0.00,2.80,4.00,110.00,2.00,E 
9/7/2018,24.00,30.60,28.30,76.00,5.40,8.00,5.00,130.00,3.00,E 
9/8/2018,26.00,31.20,28.80,73.00,0.00,9.70,6.00,130.00,3.00,SE
9/9/2018,27.00,31.00,29.00,69.00,0.00,10.30,6.00,100.00,4.00,SE
9/10/2018,27.00,30.80,28.60,73.00,0.00,,6.00,130.00,4.00,E 
9/11/2018,27.00,31.30,28.80,74.00,0.00,9.10,5.00,140.00,2.00,SE
9/13/2018,24.00,30.30,27.60,69.00,0.00,9.90,4.00,120.00,2.00,E 
9/14/2018,25.00,30.60,27.90,71.00,0.00,10.40,6.00,130.00,3.00,E 
9/15/2018,26.00,,28.30,70.00,0.00,8.00,6.00,120.00,3.00,E 
9/17/2018,27.00,31.10,28.80,73.00,0.00,9.30,7.00,130.00,5.00,E 
9/20/2018,25.00,32.30,28.30,78.00,0.00,4.00,4.00,110.00,2.00,E 
9/21/2018,26.00,31.40,29.00,77.00,0.00,2.50,4.00,70.00,2.00,E 
9/22/2018,25.00,31.40,29.00,74.00,0.00,7.80,5.00,110.00,3.00,E 
9/23/2018,25.00,31.40,29.00,73.00,0.00,9.90,5.00,130.00,4.00,E 
9/24/2018,27.00,31.20,29.20,73.00,0.00,10.90,6.00,110.00,3.00,E 
9/25/2018,27.00,32.00,29.30,72.00,0.00,10.60,5.00,130.00,3.00,E 
9/26/2018,26.00,31.40,29.40,73.00,0.00,10.90,5.00,110.00,3.00,E 
9/27/2018,26.00,31.20,28.80,73.00,0.00,9.80,6.00,140.00,4.00,E 
9/30/2018,27.00,31.20,29.50,69.00,0.00,10.00,7.00,110.00,5.00,E 
10/1/2018,28.00,32.10,29.20,74.00,0.00,10.40,6.00,110.00,4.00,E 
10/2/2018,27.00,,29.20,73.00,0.00,10.00,6.00,110.00,4.00,E 
10/3/2018,27.00,31.80,29.40,72.00,0.00,10.00,6.00,90.00,4.00,E 
10/4/2018,27.00,31.80,28.90,73.00,0.00,10.00,6.00,120.00,4.00,E 
10/5/2018,27.00,31.60,29.10,68.00,0.00,10.20,6.00,110.00,4.00,E 
10/6/2018,27.00,31.50,29.50,73.00,0.00,10.20,6.00,110.00,4.00,E 
10/7/2018,27.00,31.80,29.50,69.00,0.00,9.40,7.00,100.00,4.00,E 
10/8/2018,27.00,31.80,29.40,67.00,0.00,7.60,7.00,100.00,4.00,E 
10/10/2018,26.00,31.90,29.20,72.00,0.00,9.20,5.00,110.00,3.00,SE
10/12/2018,26.00,32.00,29.60,72.00,0.00,10.50,5.00,130.00,2.00,N 
10/14/2018,24.00,32.20,28.30,80.00,22.00,9.60,3.00,160.00,1.00,N 
10/15/2018,25.00,32.50,29.10,77.00,0.00,9.90,3.00,150.00,1.00,N 
10/20/2018,28.00,31.70,29.60,68.00,0.00,9.80,4.00,150.00,1.00,E 
10/21/2018,24.00,31.40,28.40,81.00,13.40,7.20,3.00,110.00,2.00,E 
10/22/2018,26.00,31.40,29.80,73.00,0.00,5.60,5.00,120.00,2.00,E 
10/23/2018,27.00,32.20,29.60,73.00,3.00,9.50,3.00,150.00,1.00,N 
10/24/2018,25.00,32.40,29.20,79.00,0.20,10.00,5.00,130.00,1.00,N 
10/25/2018,26.00,32.80,29.50,73.00,0.00,,4.00,100.00,1.00,N 
10/26/2018,27.00,32.50,30.40,69.00,0.00,10.00,4.00,100.00,3.00,E 
10/27/2018,27.00,32.30,29.80,74.00,1.00,11.00,3.00,80.00,2.00,E 
10/29/2018,26.00,29.20,27.20,85.00,0.00,9.80,5.00,230.00,1.00,N 
10/30/2018,25.00,32.10,30.00,73.00,11.90,0.60,4.00,150.00,1.00,N 
10/31/2018,24.00,,29.80,74.00,0.00,10.50,5.00,110.00,2.00,E 
11/2/2018,28.00,32.00,29.30,79.00,1.20,10.60,6.00,110.00,3.00,E 
11/4/2018,,32.70,30.70,69.00,0.00,11.00,4.00,130.00,1.00,N 
11/5/2018,27.00,33.00,30.70,72.00,0.00,7.70,4.00,100.00,3.00,E 
11/6/2018,28.00,32.80,30.60,74.00,0.00,10.90,5.00,100.00,2.00,E 
11/7/2018,28.00,32.60,28.80,84.00,4.40,9.80,4.00,130.00,1.00,N 
11/8/2018,25.00,29.40,26.80,91.00,7.10,5.30,4.00,110.00,1.00,N 
11/9/2018,25.00,31.20,28.30,83.00,5.10,2.10,2.00,140.00,0.00,N 
11/10/2018,25.00,32.30,29.80,78.00,7.30,4.50,4.00,110.00,1.00,N 
11/11/2018,25.00,32.60,30.20,72.00,0.00,9.50,4.00,100.00,1.00,N 
11/12/2018,25.00,32.60,29.30,78.00,0.00,8.30,3.00,140.00,1.00,N 
11/13/2018,25.00,32.70,29.60,74.00,0.00,7.30,3.00,190.00,1.00,N 
11/15/2018,25.00,33.20,30.00,76.00,11.00,,2.00,200.00,1.00,N 
11/16/2018,26.00,33.00,29.60,77.00,7.10,6.90,3.00,100.00,2.00,E 
11/17/2018,27.00,32.60,29.90,76.00,0.00,10.50,4.00,30.00,1.00,N 
11/18/2018,26.00,31.70,29.30,83.00,22.50,2.70,5.00,240.00,0.00,N 
11/19/2018,26.00,32.70,30.20,78.00,1.30,,1.00,230.00,0.00,N 
11/20/2018,25.00,,29.00,80.00,5.00,8.60,5.00,290.00,2.00,NW
11/21/2018,24.00,32.50,27.30,84.00,56.60,9.60,8.00,230.00,3.00,NW
11/22/2018,24.00,32.60,29.30,80.00,20.10,6.50,3.00,230.00,1.00,N 
11/23/2018,25.00,32.20,28.40,82.00,4.40,7.20,3.00,210.00,1.00,N 
11/24/2018,25.00,29.00,27.30,89.00,0.00,5.40,4.00,30.00,1.00,N 
11/25/2018,23.00,31.50,27.70,86.00,9.50,0.30,3.00,290.00,1.00,N 
11/26/2018,25.00,27.30,26.30,89.00,16.80,4.00,2.00,150.00,1.00,N 
11/27/2018,24.00,31.50,27.60,83.00,49.70,,3.00,90.00,1.00,N 
11/28/2018,25.00,30.20,27.50,91.00,2.40,6.30,3.00,60.00,0.00,N 
11/29/2018,26.00,31.70,28.50,86.00,38.00,1.50,3.00,210.00,0.00,N 
11/30/2018,24.00,30.60,26.80,91.00,41.80,8.00,4.00,290.00,1.00,N 
12/1/2018,,30.70,27.80,89.00,14.90,0.30,3.00,240.00,1.00,N 
12/2/2018,24.00,31.20,28.50,86.00,1.10,2.10,3.00,110.00,1.00,N 
12/3/2018,25.00,31.20,26.10,94.00,42.90,4.90,3.00,100.00,1.00,N 
12/4/2018,25.00,31.00,28.70,87.00,11.90,0.50,7.00,130.00,1.00,N 
12/5/2018,25.00,30.20,27.60,90.00,5.70,3.30,4.00,280.00,1.00,N 
12/6/2018,25.00,32.40,29.20,82.00,38.70,2.40,3.00,320.00,1.00,N 
12/7/2018,26.00,33.10,29.80,83.00,0.00,10.20,3.00,220.00,0.00,N 
12/8/2018,26.00,31.80,28.80,87.00,0.00,7.50,2.00,220.00,0.00,N 
12/9/2018,25.00,30.10,28.90,87.00,1.70,1.30,3.00,340.00,1.00,N 
12/11/2018,26.00,32.90,28.70,86.00,0.20,7.80,3.00,250.00,0.00,N 
12/12/2018,26.00,32.20,27.90,89.00,6.10,6.50,4.00,300.00,2.00,NW
12/13/2018,25.00,31.60,25.70,94.00,76.90,4.50,2.00,70.00,0.00,N 
12/14/2018,,31.40,27.90,88.00,18.00,0.00,5.00,270.00,1.00,N 
12/15/2018,25.00,32.00,28.00,88.00,45.20,3.30,4.00,240.00,2.00,NW
12/16/2018,27.00,30.10,28.20,85.00,4.00,,5.00,250.00,1.00,N 
12/17/2018,26.00,,28.10,83.00,1.80,0.10,3.00,240.00,1.00,N 
12/18/2018,25.00,32.20,29.20,77.00,0.30,0.00,4.00,270.00,1.00,N 
12/20/2018,25.00,32.60,28.60,84.00,0.00,8.80,5.00,320.00,2.00,NW
12/21/2018,24.00,29.60,26.50,87.00,19.30,8.70,4.00,300.00,3.00,NW
12/22/2018,25.00,31.60,27.00,87.00,61.70,0.00,5.00,260.00,3.00,W 
12/23/2018,25.00,30.00,28.40,82.00,1.30,4.80,8.00,210.00,3.00,NW
12/24/2018,24.00,,27.40,84.00,40.90,0.00,5.00,240.00,2.00,NW
12/25/2018,24.00,30.60,26.20,91.00,24.60,0.00,4.00,270.00,1.00,C 
12/26/2018,24.00,30.80,27.00,87.00,45.20,0.30,5.00,280.00,2.00,W 
12/28/2018,26.00,31.80,30.00,73.00,0.00,5.80,6.00,250.00,3.00,W 
12/30/2018,24.00,30.90,28.10,85.00,14.80,3.10,8.00,310.00,5.00,NW
12/31/2018,26.00,30.60,28.50,83.00,4.20,0.70,8.00,300.00,4.00,NW
1/1/2019,24.40,28.70,26.60,89.00,18.40,0.20,6.00,320.00,4.00,W 
1/2/2019,24.90,29.50,26.80,88.00,33.20,0.00,6.00,300.00,3.00,NW
1/3/2019,24.50,28.30,25.20,94.00,52.60,0.50,5.00,260.00,2.00,W 
1/4/2019,23.30,29.40,27.00,88.00,53.80,0.00,3.00,350.00,1.00,C 
1/6/2019,24.60,31.80,28.70,81.00,0.00,2.70,3.00,230.00,1.00,C 
1/7/2019,25.30,31.60,29.30,78.00,1.60,6.50,5.00,310.00,1.00,C 
1/8/2019,24.60,32.40,28.90,84.00,11.80,7.50,4.00,250.00,1.00,C 
1/9/2019,26.00,30.40,27.30,89.00,3.00,8.20,3.00,330.00,1.00,C 
1/10/2019,25.00,31.50,28.30,82.00,43.80,2.70,4.00,230.00,1.00,C 
1/12/2019,25.00,31.80,28.20,88.00,22.60,7.30,3.00,230.00,1.00,C 
1/13/2019,25.50,32.20,28.40,84.00,2.50,4.30,3.00,300.00,1.00,C 
1/15/2019,25.60,30.60,28.90,81.00,6.10,1.00,7.00,270.00,3.00,NW
1/16/2019,25.50,28.70,25.90,93.00,26.20,2.00,4.00,260.00,3.00,NW
1/17/2019,24.00,30.10,28.10,84.00,45.90,0.00,6.00,300.00,2.00,NW
1/18/2019,23.40,31.20,27.50,87.00,19.90,0.80,5.00,300.00,1.00,C 
1/19/2019,25.20,30.70,27.00,88.00,8.30,6.50,5.00,280.00,2.00,NW
1/20/2019,24.60,29.30,27.40,89.00,54.40,2.90,8.00,250.00,3.00,W 
1/21/2019,24.00,31.00,27.30,85.00,52.50,1.50,10.00,240.00,5.00,NW
1/22/2019,23.90,27.80,25.40,94.00,58.70,7.00,10.00,290.00,6.00,NW
1/23/2019,23.40,30.50,27.90,83.00,120.90,0.00,6.00,290.00,4.00,W 
1/24/2019,24.50,30.20,27.10,86.00,29.50,1.30,8.00,250.00,3.00,NW
1/25/2019,23.40,29.30,26.00,89.00,44.30,2.10,6.00,260.00,4.00,NW
1/26/2019,24.00,30.50,28.10,82.00,10.00,0.40,8.00,260.00,5.00,NW
1/27/2019,23.40,30.80,25.80,89.00,19.50,4.70,6.00,280.00,4.00,NW
1/28/2019,23.90,30.10,28.00,81.00,23.80,2.50,7.00,280.00,3.00,NW
1/29/2019,23.80,27.80,25.20,92.00,17.30,0.00,8.00,260.00,1.00,C 
1/30/2019,22.50,31.70,28.50,86.00,20.50,0.00,4.00,270.00,2.00,W 
1/31/2019,23.00,31.40,27.70,86.00,1.10,10.70,6.00,300.00,2.00,NW
2/1/2019,26.10,28.60,26.20,91.00,11.70,3.80,4.00,300.00,2.00,NW
2/2/2019,24.20,31.00,27.00,89.00,70.00,0.70,5.00,280.00,2.00,W 
2/3/2019,25.40,31.60,28.20,86.00,3.20,7.10,4.00,250.00,2.00,NW
2/5/2019,24.70,28.60,26.90,90.00,30.50,3.70,6.00,300.00,3.00,NW
2/6/2019,25.00,31.00,28.20,83.00,9.90,0.20,6.00,300.00,3.00,NW
2/8/2019,25.80,31.00,28.00,86.00,10.30,4.60,4.00,280.00,2.00,W 
2/9/2019,25.30,31.60,27.70,87.00,2.50,7.60,4.00,280.00,2.00,C 
2/10/2019,25.40,30.90,27.70,85.00,2.40,5.80,4.00,250.00,2.00,NW
2/11/2019,25.20,31.00,27.30,86.00,8.50,3.20,4.00,240.00,2.00,NW
2/12/2019,25.30,28.10,25.40,92.00,1.60,3.60,3.00,300.00,1.00,C 
2/13/2019,24.20,31.20,27.60,87.00,43.90,0.00,3.00,300.00,1.00,C 
2/14/2019,24.00,31.00,28.10,82.00,0.00,3.70,3.00,100.00,1.00,C 
2/15/2019,24.90,30.60,28.40,85.00,3.90,7.40,6.00,40.00,1.00,C 
2/16/2019,24.80,31.10,28.40,87.00,6.90,8.20,3.00,110.00,1.00,C 
2/17/2019,24.80,31.50,28.30,82.00,0.00,5.70,3.00,230.00,1.00,C 
2/19/2019,24.30,31.30,28.10,85.00,3.20,7.60,2.00,120.00,0.00,C 
2/20/2019,24.00,30.90,27.90,88.00,8.90,7.90,3.00,130.00,1.00,C 
2/21/2019,24.60,30.90,27.80,84.00,64.70,5.20,2.00,130.00,0.00,C 
2/23/2019,24.60,31.60,28.00,87.00,14.70,8.00,3.00,230.00,1.00,C 
2/24/2019,24.00,32.00,28.60,81.00,0.00,8.70,4.00,20.00,1.00,C 
2/25/2019,25.40,32.50,27.90,86.00,0.00,8.70,3.00,160.00,0.00,C 
2/26/2019,25.50,32.30,30.10,76.00,3.60,8.50,5.00,110.00,2.00,E 
2/27/2019,24.80,32.40,30.20,74.00,0.00,11.00,6.00,120.00,2.00,E 
2/28/2019,25.70,32.10,28.40,86.00,0.00,7.80,5.00,50.00,1.00,C 
3/1/2019,25.60,31.40,28.20,88.00,1.60,5.20,3.00,90.00,1.00,C 
3/2/2019,23.80,31.60,27.70,89.00,9.10,3.70,4.00,240.00,1.00,C 
3/3/2019,24.80,31.70,28.10,86.00,32.10,3.30,4.00,250.00,1.00,C 
3/4/2019,23.80,30.50,26.10,90.00,48.90,6.00,2.00,240.00,0.00,C 
3/5/2019,23.20,32.60,28.30,84.00,0.50,3.30,8.00,250.00,2.00,W 
3/6/2019,24.60,28.60,25.40,90.00,20.60,8.00,5.00,290.00,3.00,W 
3/7/2019,23.70,31.00,26.10,87.00,23.50,0.00,6.00,280.00,2.00,C 
3/8/2019,23.80,31.50,27.90,84.00,35.30,0.00,4.00,250.00,1.00,C 
3/9/2019,22.90,32.00,27.90,83.00,13.80,6.00,4.00,250.00,1.00,C 
3/10/2019,23.80,33.20,27.80,82.00,17.90,5.00,4.00,250.00,1.00,C 
3/11/2019,23.40,31.60,27.90,86.00,0.00,10.00,4.00,280.00,1.00,C 
3/12/2019,25.80,31.10,26.80,90.00,0.00,4.80,5.00,240.00,1.00,C 
3/13/2019,23.70,30.00,26.50,88.00,65.90,3.20,6.00,230.00,1.00,C 
3/14/2019,24.00,31.80,27.80,86.00,13.50,3.10,4.00,250.00,2.00,W 
3/15/2019,23.20,32.20,28.70,84.00,10.80,5.80,6.00,250.00,3.00,W 
3/16/2019,24.80,30.60,28.10,83.00,18.00,6.80,6.00,240.00,3.00,NW
3/17/2019,24.20,31.00,27.20,87.00,37.90,2.20,6.00,280.00,2.00,W 
3/18/2019,23.70,30.30,26.70,86.00,68.70,5.60,6.00,230.00,2.00,W 
3/19/2019,23.90,31.20,27.70,86.00,14.50,3.80,6.00,290.00,3.00,NW
3/20/2019,25.40,31.30,28.30,84.00,1.20,7.00,6.00,280.00,3.00,W 
3/21/2019,25.90,31.80,28.60,86.00,2.30,8.20,15.00,310.00,3.00,NW
3/22/2019,26.80,31.20,29.00,82.00,0.00,8.30,6.00,280.00,3.00,NW
3/23/2019,26.40,31.30,28.20,86.00,2.00,4.80,6.00,270.00,3.00,NW
3/24/2019,23.70,30.70,26.70,88.00,50.00,3.30,5.00,240.00,2.00,NW
3/25/2019,24.00,31.60,29.30,84.00,5.30,4.70,5.00,310.00,2.00,C 
3/26/2019,25.60,32.20,28.60,85.00,0.00,8.60,3.00,220.00,1.00,C 
3/28/2019,25.00,32.40,26.90,89.00,2.40,1.10,4.00,230.00,1.00,C 
3/29/2019,24.60,32.20,28.70,83.00,8.40,0.00,3.00,250.00,1.00,C 
3/30/2019,24.20,32.60,28.50,86.00,0.00,10.40,3.00,120.00,1.00,C 
4/4/2019,25.00,31.50,28.30,85.00,0.00,5.90,3.00,160.00,1.00,C 
4/6/2019,25.50,32.20,28.60,86.00,0.40,5.90,3.00,210.00,1.00,C 
4/8/2019,26.20,32.10,29.10,86.00,1.50,10.80,4.00,250.00,1.00,C 
4/9/2019,26.20,31.50,29.10,86.00,0.00,2.90,5.00,240.00,1.00,C 
4/10/2019,25.60,32.50,29.30,86.00,15.20,7.50,5.00,270.00,2.00,W 
4/11/2019,25.20,32.20,28.90,85.00,0.20,5.20,4.00,260.00,1.00,C 
4/12/2019,25.00,31.50,28.60,86.00,0.00,6.90,4.00,40.00,1.00,C 
4/13/2019,25.70,31.90,28.50,88.00,3.00,3.80,4.00,80.00,1.00,C 
4/14/2019,25.30,30.50,27.40,89.00,8.00,3.40,4.00,110.00,1.00,C 
4/15/2019,24.90,31.50,28.20,87.00,1.20,0.30,3.00,40.00,1.00,C 
4/16/2019,25.20,31.80,28.80,86.00,1.00,5.70,4.00,70.00,1.00,C 
4/17/2019,24.70,32.00,28.90,83.00,0.00,7.40,3.00,140.00,1.00,C 
4/18/2019,25.10,31.90,28.10,85.00,0.00,9.00,5.00,80.00,3.00,E 
4/19/2019,26.60,32.10,30.40,75.00,16.70,6.30,7.00,110.00,4.00,E 
4/22/2019,26.40,32.10,29.80,77.00,1.20,9.50,6.00,120.00,5.00,E 
4/25/2019,26.80,32.00,29.70,80.00,0.50,1.40,5.00,110.00,2.00,E 
4/26/2019,27.00,32.20,29.80,79.00,0.00,9.00,5.00,110.00,2.00,E 
4/27/2019,27.80,31.80,29.80,78.00,0.00,10.40,4.00,100.00,2.00,E 
4/29/2019,25.20,27.80,26.10,96.00,59.40,0.40,2.00,140.00,0.00,C 
4/30/2019,24.40,31.00,28.20,86.00,15.80,0.80,2.00,160.00,0.00,C 
5/2/2019,25.10,31.70,28.90,82.00,31.60,6.30,3.00,50.00,1.00,C 
5/4/2019,26.80,31.60,28.60,87.00,0.20,10.50,3.00,110.00,1.00,C 
5/5/2019,26.00,32.40,29.40,83.00,36.50,5.30,4.00,120.00,1.00,C 
5/6/2019,26.00,32.60,29.20,85.00,0.00,10.10,3.00,130.00,1.00,C 
5/7/2019,25.00,32.30,29.70,80.00,0.00,8.90,5.00,100.00,1.00,E 
5/10/2019,27.00,31.60,29.00,79.00,2.80,2.50,6.00,110.00,3.00,E 
5/12/2019,28.00,31.60,30.20,74.00,0.00,8.50,6.00,120.00,4.00,E 
5/15/2019,27.00,31.60,29.70,75.00,2.40,5.90,5.00,110.00,4.00,E 
5/16/2019,28.00,31.50,29.90,74.00,0.00,10.20,5.00,110.00,3.00,E 
5/19/2019,28.00,31.40,29.80,73.00,0.00,6.80,7.00,130.00,4.00,E 
5/20/2019,28.00,31.50,29.70,77.00,0.00,10.60,5.00,120.00,4.00,E 
5/21/2019,27.00,32.20,30.20,74.00,0.00,10.00,6.00,130.00,4.00,E 
5/24/2019,27.00,31.50,30.10,72.00,12.50,2.20,10.00,90.00,5.00,E 
